ID_VIVIENDA,CARACTERISTICAS_SEGURO,CARACTERISTICAS_VIVIENDA,PRECIO_VIVIENDA,ID_VECINO,CAPACIDAD,UBICACION,TIEMPO_USO,
15083,COVERTURA TOTAL,COLONIAL,469394,15083,18,SUR,16,
15084,COVERTURA TOTAL,ESPACIOS AMPLIOS,566155,15084,14,NORTE,49,
15085,COVERTURA PARCIAL,GRANDE,589233,15085,5,SUR,46,
15086,COVERTURA TOTAL,ACABADOS EN MADERA,293993,15086,13,SUR,8,
15087,COVERTURA PARCIAL,ACABADOS EN MADERA,683470,15087,13,OESTE,15,
15088,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,647094,15088,5,SUR,33,
15089,COVERTURA PARCIAL,GRANDE,279432,15089,10,OESTE,40,
15090,COVERTURA PARCIAL,GRANDE,470145,15090,12,ESTE,29,
15091,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,283152,15091,8,ESTE,46,
15092,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,607075,15092,11,ESTE,46,
15093,COVERTURA TOTAL,GRANDE,361181,15093,5,SUR,36,
15094,COVERTURA PARCIAL,ESPACIOS AMPLIOS,467638,15094,18,OESTE,40,
15095,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,252564,15095,11,OESTE,40,
15096,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,174309,15096,1,OESTE,36,
15097,COVERTURA PARCIAL,COLONIAL,168054,15097,9,NORTE,38,
15098,COVERTURA TOTAL,VISTA A LA MONTAÑA,455405,15098,12,OESTE,22,
15099,COVERTURA TOTAL,COLONIAL,405295,15099,5,NORTE,33,
15100,COVERTURA PARCIAL,VISTA A LA MONTAÑA,668075,15100,10,OESTE,8,
15101,COVERTURA TOTAL,VISTA A LA MONTAÑA,363829,15101,9,NORTE,9,
15102,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,247895,15102,13,ESTE,24,
15103,COVERTURA PARCIAL,ESPACIOS AMPLIOS,204450,15103,4,OESTE,14,
15104,COVERTURA PARCIAL,GRANDE,665737,15104,1,NORTE,28,
15105,COVERTURA PARCIAL,VISTA A LA MONTAÑA,539710,15105,10,NORTE,37,
15106,COVERTURA TOTAL,ACABADOS EN MADERA,618642,15106,3,OESTE,30,
15107,COVERTURA PARCIAL,ESPACIOS AMPLIOS,496337,15107,7,OESTE,46,
15108,COVERTURA PARCIAL,VISTA A LA MONTAÑA,338601,15108,7,OESTE,19,
15109,COVERTURA PARCIAL,ACABADOS EN MADERA,453316,15109,7,ESTE,4,
15110,COVERTURA PARCIAL,ESPACIOS AMPLIOS,146337,15110,14,OESTE,34,
15111,COVERTURA PARCIAL,VISTA A LA MONTAÑA,266780,15111,11,NORTE,3,
15112,COVERTURA TOTAL,ESPACIOS AMPLIOS,356955,15112,13,SUR,18,
15113,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,123558,15113,16,SUR,29,
15114,COVERTURA PARCIAL,ESPACIOS AMPLIOS,209231,15114,6,NORTE,38,
15115,COVERTURA PARCIAL,COLONIAL,383373,15115,1,OESTE,13,
15116,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,645886,15116,3,NORTE,2,
15117,COVERTURA TOTAL,VISTA A LA MONTAÑA,347258,15117,7,SUR,3,
15118,COVERTURA TOTAL,VISTA A LA MONTAÑA,171950,15118,11,NORTE,45,
15119,COVERTURA PARCIAL,ESPACIOS AMPLIOS,102904,15119,7,SUR,23,
15120,COVERTURA PARCIAL,COLONIAL,397522,15120,2,NORTE,2,
15121,COVERTURA TOTAL,VISTA A LA MONTAÑA,135925,15121,7,NORTE,41,
15122,COVERTURA TOTAL,ESPACIOS AMPLIOS,408752,15122,12,OESTE,24,
15123,COVERTURA PARCIAL,VISTA A LA MONTAÑA,675432,15123,10,ESTE,40,
15124,COVERTURA PARCIAL,VISTA A LA MONTAÑA,204389,15124,3,OESTE,4,
15125,COVERTURA PARCIAL,COLONIAL,282409,15125,8,SUR,27,
15126,COVERTURA TOTAL,GRANDE,433767,15126,4,SUR,41,
15127,COVERTURA TOTAL,ESPACIOS AMPLIOS,440765,15127,3,SUR,24,
15128,COVERTURA PARCIAL,COLONIAL,144926,15128,12,ESTE,45,
15129,COVERTURA TOTAL,COLONIAL,192501,15129,8,OESTE,46,
15130,COVERTURA PARCIAL,COLONIAL,620199,15130,11,SUR,32,
15131,COVERTURA TOTAL,ACABADOS EN MADERA,587611,15131,1,NORTE,25,
15132,COVERTURA TOTAL,COLONIAL,608753,15132,10,OESTE,7,
15133,COVERTURA PARCIAL,ACABADOS EN MADERA,395268,15133,7,SUR,38,
15134,COVERTURA TOTAL,GRANDE,388285,15134,10,OESTE,10,
15135,COVERTURA TOTAL,ESPACIOS AMPLIOS,673477,15135,8,OESTE,13,
15136,COVERTURA TOTAL,GRANDE,235303,15136,1,SUR,34,
15137,COVERTURA TOTAL,COLONIAL,101492,15137,8,SUR,4,
15138,COVERTURA TOTAL,COLONIAL,536274,15138,15,SUR,50,
15139,COVERTURA PARCIAL,VISTA A LA MONTAÑA,115153,15139,15,SUR,47,
15140,COVERTURA PARCIAL,ACABADOS EN MADERA,511633,15140,2,ESTE,25,
15141,COVERTURA PARCIAL,GRANDE,606111,15141,1,ESTE,24,
15142,COVERTURA PARCIAL,ACABADOS EN MADERA,266537,15142,13,SUR,31,
15143,COVERTURA PARCIAL,VISTA A LA MONTAÑA,236669,15143,8,SUR,39,
15144,COVERTURA PARCIAL,ACABADOS EN MADERA,409681,15144,4,ESTE,22,
15145,COVERTURA TOTAL,ACABADOS EN MADERA,291582,15145,17,OESTE,41,
15146,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,520122,15146,1,NORTE,40,
15147,COVERTURA TOTAL,ESPACIOS AMPLIOS,696102,15147,7,ESTE,50,
15148,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,151502,15148,7,SUR,18,
15149,COVERTURA TOTAL,GRANDE,531250,15149,3,ESTE,13,
15150,COVERTURA TOTAL,VISTA A LA MONTAÑA,549234,15150,8,ESTE,11,
15151,COVERTURA PARCIAL,GRANDE,417185,15151,17,NORTE,5,
15152,COVERTURA PARCIAL,ACABADOS EN MADERA,120634,15152,4,SUR,39,
15153,COVERTURA PARCIAL,ESPACIOS AMPLIOS,348773,15153,1,OESTE,7,
15154,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,411344,15154,4,NORTE,45,
15155,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,657898,15155,18,OESTE,11,
15156,COVERTURA TOTAL,GRANDE,375881,15156,1,NORTE,12,
15157,COVERTURA TOTAL,ACABADOS EN MADERA,504598,15157,4,NORTE,1,
15158,COVERTURA TOTAL,ACABADOS EN MADERA,421286,15158,10,SUR,19,
15159,COVERTURA TOTAL,ESPACIOS AMPLIOS,581377,15159,3,NORTE,37,
15160,COVERTURA PARCIAL,ACABADOS EN MADERA,508281,15160,10,OESTE,24,
15161,COVERTURA TOTAL,GRANDE,130874,15161,16,ESTE,26,
15162,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,498737,15162,13,ESTE,49,
15163,COVERTURA TOTAL,GRANDE,103324,15163,15,ESTE,36,
15164,COVERTURA TOTAL,GRANDE,511488,15164,17,OESTE,26,
15165,COVERTURA PARCIAL,ACABADOS EN MADERA,289350,15165,16,ESTE,30,
15166,COVERTURA PARCIAL,GRANDE,227422,15166,2,NORTE,21,
15167,COVERTURA PARCIAL,VISTA A LA MONTAÑA,209471,15167,14,NORTE,25,
15168,COVERTURA TOTAL,GRANDE,551647,15168,3,ESTE,31,
15169,COVERTURA TOTAL,VISTA A LA MONTAÑA,534226,15169,14,OESTE,10,
15170,COVERTURA PARCIAL,ESPACIOS AMPLIOS,504098,15170,8,NORTE,11,
15171,COVERTURA PARCIAL,ESPACIOS AMPLIOS,315632,15171,14,ESTE,44,
15172,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,448201,15172,7,NORTE,21,
15173,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,444576,15173,4,ESTE,50,
15174,COVERTURA TOTAL,COLONIAL,174077,15174,9,OESTE,40,
15175,COVERTURA PARCIAL,GRANDE,448334,15175,3,SUR,30,
15176,COVERTURA PARCIAL,ESPACIOS AMPLIOS,460280,15176,6,ESTE,19,
15177,COVERTURA TOTAL,COLONIAL,166275,15177,17,OESTE,20,
15178,COVERTURA PARCIAL,GRANDE,577940,15178,18,OESTE,41,
15179,COVERTURA PARCIAL,GRANDE,604809,15179,1,NORTE,39,
15180,COVERTURA PARCIAL,ACABADOS EN MADERA,657492,15180,13,NORTE,18,
15181,COVERTURA TOTAL,COLONIAL,580451,15181,15,ESTE,50,
15182,COVERTURA TOTAL,VISTA A LA MONTAÑA,202608,15182,13,OESTE,36,
15183,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,386037,15183,12,ESTE,50,
15184,COVERTURA TOTAL,VISTA A LA MONTAÑA,650889,15184,15,NORTE,48,
15185,COVERTURA PARCIAL,ACABADOS EN MADERA,676516,15185,17,ESTE,14,
15186,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,291551,15186,10,OESTE,46,
15187,COVERTURA TOTAL,ESPACIOS AMPLIOS,485760,15187,6,OESTE,49,
15188,COVERTURA TOTAL,VISTA A LA MONTAÑA,674348,15188,10,ESTE,16,
15189,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,428079,15189,13,NORTE,48,
15190,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,586350,15190,10,NORTE,1,
15191,COVERTURA TOTAL,COLONIAL,223051,15191,13,NORTE,7,
15192,COVERTURA TOTAL,GRANDE,479826,15192,12,SUR,39,
15193,COVERTURA PARCIAL,COLONIAL,617681,15193,11,NORTE,29,
15194,COVERTURA PARCIAL,COLONIAL,235721,15194,15,OESTE,12,
15195,COVERTURA PARCIAL,ESPACIOS AMPLIOS,450589,15195,7,NORTE,43,
15196,COVERTURA PARCIAL,VISTA A LA MONTAÑA,104565,15196,8,SUR,6,
15197,COVERTURA PARCIAL,GRANDE,488008,15197,12,SUR,25,
15198,COVERTURA TOTAL,ESPACIOS AMPLIOS,211768,15198,1,NORTE,10,
15199,COVERTURA PARCIAL,VISTA A LA MONTAÑA,427130,15199,18,OESTE,22,
15200,COVERTURA PARCIAL,VISTA A LA MONTAÑA,459340,15200,7,NORTE,43,
15201,COVERTURA PARCIAL,COLONIAL,148838,15201,3,SUR,15,
15202,COVERTURA TOTAL,GRANDE,456702,15202,4,ESTE,49,
15203,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,371993,15203,15,OESTE,43,
15204,COVERTURA TOTAL,COLONIAL,165934,15204,5,OESTE,29,
15205,COVERTURA PARCIAL,ESPACIOS AMPLIOS,239572,15205,8,NORTE,12,
15206,COVERTURA PARCIAL,GRANDE,157400,15206,15,NORTE,26,
15207,COVERTURA PARCIAL,ESPACIOS AMPLIOS,517500,15207,9,SUR,5,
15208,COVERTURA PARCIAL,VISTA A LA MONTAÑA,402666,15208,10,SUR,20,
15209,COVERTURA PARCIAL,ESPACIOS AMPLIOS,354880,15209,13,NORTE,5,
15210,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,168472,15210,11,OESTE,8,
15211,COVERTURA PARCIAL,VISTA A LA MONTAÑA,301283,15211,2,ESTE,12,
15212,COVERTURA PARCIAL,ESPACIOS AMPLIOS,399535,15212,17,SUR,30,
15213,COVERTURA TOTAL,COLONIAL,384857,15213,8,NORTE,36,
15214,COVERTURA TOTAL,COLONIAL,341285,15214,15,OESTE,25,
15215,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,315169,15215,13,NORTE,40,
15216,COVERTURA TOTAL,GRANDE,206299,15216,4,SUR,17,
15217,COVERTURA PARCIAL,ACABADOS EN MADERA,555839,15217,2,OESTE,35,
15218,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,415256,15218,13,NORTE,15,
15219,COVERTURA TOTAL,VISTA A LA MONTAÑA,663192,15219,13,NORTE,4,
15220,COVERTURA TOTAL,ESPACIOS AMPLIOS,451498,15220,14,NORTE,6,
15221,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,177665,15221,11,NORTE,34,
15222,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,658043,15222,10,NORTE,11,
15223,COVERTURA PARCIAL,COLONIAL,234952,15223,5,ESTE,14,
15224,COVERTURA TOTAL,ESPACIOS AMPLIOS,302341,15224,18,OESTE,17,
15225,COVERTURA PARCIAL,ACABADOS EN MADERA,433479,15225,2,OESTE,41,
15226,COVERTURA TOTAL,GRANDE,600297,15226,1,SUR,37,
15227,COVERTURA TOTAL,GRANDE,287881,15227,6,SUR,49,
15228,COVERTURA PARCIAL,ESPACIOS AMPLIOS,147500,15228,18,SUR,1,
15229,COVERTURA PARCIAL,ACABADOS EN MADERA,199639,15229,2,NORTE,3,
15230,COVERTURA PARCIAL,ESPACIOS AMPLIOS,675206,15230,8,OESTE,30,
15231,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,693922,15231,2,OESTE,28,
15232,COVERTURA TOTAL,ESPACIOS AMPLIOS,699657,15232,11,NORTE,19,
15233,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,323643,15233,8,ESTE,43,
15234,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,664674,15234,4,ESTE,34,
15235,COVERTURA TOTAL,ESPACIOS AMPLIOS,637498,15235,14,NORTE,33,
15236,COVERTURA TOTAL,VISTA A LA MONTAÑA,260124,15236,5,NORTE,45,
15237,COVERTURA TOTAL,GRANDE,179591,15237,9,NORTE,16,
15238,COVERTURA TOTAL,VISTA A LA MONTAÑA,143607,15238,16,ESTE,34,
15239,COVERTURA TOTAL,ACABADOS EN MADERA,237555,15239,16,SUR,7,
15240,COVERTURA TOTAL,ACABADOS EN MADERA,668293,15240,2,SUR,14,
15241,COVERTURA TOTAL,COLONIAL,163073,15241,3,OESTE,17,
15242,COVERTURA PARCIAL,ESPACIOS AMPLIOS,684291,15242,4,ESTE,22,
15243,COVERTURA PARCIAL,VISTA A LA MONTAÑA,679838,15243,12,SUR,44,
15244,COVERTURA TOTAL,GRANDE,367737,15244,11,OESTE,32,
15245,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,533090,15245,14,SUR,35,
15246,COVERTURA PARCIAL,VISTA A LA MONTAÑA,454859,15246,2,SUR,1,
15247,COVERTURA TOTAL,VISTA A LA MONTAÑA,311313,15247,9,NORTE,38,
15248,COVERTURA PARCIAL,COLONIAL,677132,15248,18,OESTE,13,
15249,COVERTURA PARCIAL,COLONIAL,557057,15249,4,NORTE,4,
15250,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,118070,15250,3,NORTE,40,
15251,COVERTURA PARCIAL,GRANDE,301021,15251,18,OESTE,22,
15252,COVERTURA TOTAL,ESPACIOS AMPLIOS,527198,15252,4,OESTE,12,
15253,COVERTURA TOTAL,ESPACIOS AMPLIOS,630104,15253,11,SUR,29,
15254,COVERTURA TOTAL,VISTA A LA MONTAÑA,484490,15254,1,ESTE,34,
15255,COVERTURA TOTAL,GRANDE,461923,15255,11,OESTE,35,
15256,COVERTURA TOTAL,COLONIAL,476334,15256,13,ESTE,22,
15257,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,573287,15257,12,SUR,48,
15258,COVERTURA TOTAL,ESPACIOS AMPLIOS,200974,15258,3,NORTE,8,
15259,COVERTURA TOTAL,ACABADOS EN MADERA,522574,15259,11,NORTE,22,
15260,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,656576,15260,14,ESTE,11,
15261,COVERTURA TOTAL,ACABADOS EN MADERA,496573,15261,16,SUR,24,
15262,COVERTURA TOTAL,GRANDE,581701,15262,17,ESTE,13,
15263,COVERTURA PARCIAL,ESPACIOS AMPLIOS,579428,15263,12,OESTE,14,
15264,COVERTURA PARCIAL,GRANDE,168309,15264,13,OESTE,21,
15265,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,399709,15265,5,OESTE,47,
15266,COVERTURA TOTAL,ACABADOS EN MADERA,267018,15266,4,SUR,6,
15267,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,273982,15267,14,SUR,47,
15268,COVERTURA PARCIAL,ACABADOS EN MADERA,553262,15268,2,ESTE,47,
15269,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,202885,15269,5,ESTE,32,
15270,COVERTURA PARCIAL,ESPACIOS AMPLIOS,223445,15270,12,OESTE,22,
15271,COVERTURA PARCIAL,ACABADOS EN MADERA,176862,15271,14,NORTE,34,
15272,COVERTURA TOTAL,ACABADOS EN MADERA,516963,15272,17,NORTE,24,
15273,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,109266,15273,14,NORTE,17,
15274,COVERTURA PARCIAL,VISTA A LA MONTAÑA,487826,15274,18,ESTE,6,
15275,COVERTURA TOTAL,ESPACIOS AMPLIOS,658151,15275,18,NORTE,21,
15276,COVERTURA TOTAL,COLONIAL,134671,15276,11,ESTE,28,
15277,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,496648,15277,9,ESTE,27,
15278,COVERTURA PARCIAL,ESPACIOS AMPLIOS,119009,15278,2,ESTE,13,
15279,COVERTURA PARCIAL,GRANDE,614000,15279,5,NORTE,10,
15280,COVERTURA PARCIAL,ACABADOS EN MADERA,119096,15280,17,ESTE,49,
15281,COVERTURA PARCIAL,COLONIAL,258423,15281,4,NORTE,48,
15282,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,386422,15282,8,ESTE,16,
15283,COVERTURA PARCIAL,VISTA A LA MONTAÑA,338938,15283,16,ESTE,43,
15284,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,580069,15284,16,SUR,35,
15285,COVERTURA TOTAL,VISTA A LA MONTAÑA,157248,15285,11,NORTE,48,
15286,COVERTURA PARCIAL,COLONIAL,552215,15286,12,ESTE,33,
15287,COVERTURA PARCIAL,GRANDE,217481,15287,17,OESTE,36,
15288,COVERTURA PARCIAL,GRANDE,173929,15288,16,NORTE,25,
15289,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,276669,15289,5,OESTE,17,
15290,COVERTURA TOTAL,GRANDE,412341,15290,10,NORTE,6,
15291,COVERTURA PARCIAL,VISTA A LA MONTAÑA,682967,15291,6,ESTE,10,
15292,COVERTURA PARCIAL,ACABADOS EN MADERA,518159,15292,13,ESTE,43,
15293,COVERTURA TOTAL,ACABADOS EN MADERA,147206,15293,8,SUR,32,
15294,COVERTURA TOTAL,ESPACIOS AMPLIOS,442224,15294,11,ESTE,46,
15295,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,575915,15295,14,OESTE,2,
15296,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,288489,15296,3,SUR,21,
15297,COVERTURA TOTAL,COLONIAL,189528,15297,9,OESTE,2,
15298,COVERTURA TOTAL,ESPACIOS AMPLIOS,152882,15298,11,OESTE,12,
15299,COVERTURA PARCIAL,COLONIAL,156752,15299,12,ESTE,33,
15300,COVERTURA TOTAL,ACABADOS EN MADERA,289345,15300,5,OESTE,26,
15301,COVERTURA PARCIAL,COLONIAL,456153,15301,9,SUR,7,
15302,COVERTURA TOTAL,VISTA A LA MONTAÑA,329583,15302,2,NORTE,41,
15303,COVERTURA TOTAL,VISTA A LA MONTAÑA,137322,15303,14,OESTE,40,
15304,COVERTURA PARCIAL,COLONIAL,105634,15304,14,SUR,7,
15305,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,325888,15305,9,ESTE,10,
15306,COVERTURA PARCIAL,ACABADOS EN MADERA,417215,15306,3,SUR,44,
15307,COVERTURA TOTAL,VISTA A LA MONTAÑA,310635,15307,5,ESTE,50,
15308,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,447436,15308,8,SUR,32,
15309,COVERTURA PARCIAL,ESPACIOS AMPLIOS,252760,15309,1,OESTE,22,
15310,COVERTURA TOTAL,ACABADOS EN MADERA,220897,15310,1,OESTE,22,
15311,COVERTURA PARCIAL,ESPACIOS AMPLIOS,298731,15311,9,ESTE,10,
15312,COVERTURA TOTAL,GRANDE,189051,15312,15,ESTE,27,
15313,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,346475,15313,3,SUR,1,
15314,COVERTURA TOTAL,ESPACIOS AMPLIOS,300693,15314,9,OESTE,19,
15315,COVERTURA PARCIAL,GRANDE,490397,15315,2,NORTE,15,
15316,COVERTURA PARCIAL,ESPACIOS AMPLIOS,179227,15316,9,ESTE,13,
15317,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,524868,15317,5,SUR,44,
15318,COVERTURA TOTAL,VISTA A LA MONTAÑA,587868,15318,16,ESTE,36,
15319,COVERTURA TOTAL,ACABADOS EN MADERA,632550,15319,1,SUR,47,
15320,COVERTURA PARCIAL,VISTA A LA MONTAÑA,647251,15320,15,NORTE,8,
15321,COVERTURA PARCIAL,GRANDE,222933,15321,10,OESTE,40,
15322,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,340952,15322,14,OESTE,17,
15323,COVERTURA TOTAL,ESPACIOS AMPLIOS,672208,15323,9,NORTE,48,
15324,COVERTURA TOTAL,VISTA A LA MONTAÑA,173106,15324,13,OESTE,16,
15325,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,262976,15325,12,ESTE,29,
15326,COVERTURA TOTAL,GRANDE,260355,15326,11,NORTE,10,
15327,COVERTURA PARCIAL,COLONIAL,104932,15327,1,SUR,16,
15328,COVERTURA TOTAL,ACABADOS EN MADERA,259330,15328,1,OESTE,22,
15329,COVERTURA TOTAL,VISTA A LA MONTAÑA,128249,15329,17,ESTE,29,
15330,COVERTURA TOTAL,ACABADOS EN MADERA,126870,15330,16,OESTE,9,
15331,COVERTURA PARCIAL,VISTA A LA MONTAÑA,133150,15331,11,ESTE,2,
15332,COVERTURA TOTAL,COLONIAL,367600,15332,17,NORTE,4,
15333,COVERTURA PARCIAL,VISTA A LA MONTAÑA,572561,15333,14,SUR,49,
15334,COVERTURA TOTAL,ACABADOS EN MADERA,693632,15334,15,SUR,30,
15335,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,503426,15335,10,SUR,16,
15336,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,480797,15336,11,SUR,12,
15337,COVERTURA TOTAL,VISTA A LA MONTAÑA,687574,15337,1,OESTE,15,
15338,COVERTURA PARCIAL,COLONIAL,645959,15338,1,ESTE,33,
15339,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,429140,15339,6,ESTE,44,
15340,COVERTURA TOTAL,ESPACIOS AMPLIOS,521805,15340,2,ESTE,39,
15341,COVERTURA PARCIAL,GRANDE,625374,15341,10,ESTE,16,
15342,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,389511,15342,3,SUR,30,
15343,COVERTURA TOTAL,ACABADOS EN MADERA,471341,15343,8,NORTE,3,
15344,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,483314,15344,18,SUR,38,
15345,COVERTURA TOTAL,VISTA A LA MONTAÑA,255339,15345,3,ESTE,18,
15346,COVERTURA TOTAL,VISTA A LA MONTAÑA,658317,15346,7,NORTE,43,
15347,COVERTURA TOTAL,ESPACIOS AMPLIOS,437553,15347,12,SUR,31,
15348,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,100891,15348,6,NORTE,40,
15349,COVERTURA PARCIAL,GRANDE,438001,15349,14,ESTE,13,
15350,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,351448,15350,15,ESTE,14,
15351,COVERTURA TOTAL,COLONIAL,507429,15351,15,ESTE,32,
15352,COVERTURA TOTAL,ACABADOS EN MADERA,565574,15352,9,NORTE,3,
15353,COVERTURA TOTAL,GRANDE,618812,15353,10,NORTE,46,
15354,COVERTURA PARCIAL,ESPACIOS AMPLIOS,157748,15354,10,NORTE,21,
15355,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,307557,15355,17,OESTE,17,
15356,COVERTURA PARCIAL,GRANDE,652488,15356,11,SUR,38,
15357,COVERTURA TOTAL,ACABADOS EN MADERA,479989,15357,9,OESTE,29,
15358,COVERTURA PARCIAL,ACABADOS EN MADERA,550267,15358,1,ESTE,45,
15359,COVERTURA TOTAL,GRANDE,227835,15359,17,SUR,6,
15360,COVERTURA PARCIAL,GRANDE,448605,15360,7,SUR,47,
15361,COVERTURA PARCIAL,ACABADOS EN MADERA,470923,15361,10,OESTE,7,
15362,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,689073,15362,11,SUR,39,
15363,COVERTURA TOTAL,ACABADOS EN MADERA,340115,15363,6,ESTE,22,
15364,COVERTURA TOTAL,ACABADOS EN MADERA,408408,15364,7,ESTE,25,
15365,COVERTURA PARCIAL,VISTA A LA MONTAÑA,525367,15365,2,SUR,23,
15366,COVERTURA TOTAL,GRANDE,689156,15366,15,NORTE,23,
15367,COVERTURA TOTAL,ESPACIOS AMPLIOS,601619,15367,9,SUR,2,
15368,COVERTURA PARCIAL,GRANDE,330609,15368,17,OESTE,47,
15369,COVERTURA PARCIAL,COLONIAL,215648,15369,2,SUR,23,
15370,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,499814,15370,9,NORTE,36,
15371,COVERTURA TOTAL,GRANDE,583631,15371,18,NORTE,5,
15372,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,482158,15372,17,ESTE,11,
15373,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,632038,15373,5,SUR,11,
15374,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,282191,15374,4,SUR,44,
15375,COVERTURA TOTAL,GRANDE,153891,15375,18,ESTE,28,
15376,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,604023,15376,2,ESTE,43,
15377,COVERTURA TOTAL,ESPACIOS AMPLIOS,548419,15377,17,SUR,35,
15378,COVERTURA PARCIAL,ACABADOS EN MADERA,606107,15378,18,ESTE,1,
15379,COVERTURA TOTAL,GRANDE,428770,15379,3,ESTE,27,
15380,COVERTURA PARCIAL,VISTA A LA MONTAÑA,489922,15380,18,OESTE,22,
15381,COVERTURA TOTAL,COLONIAL,543827,15381,12,SUR,34,
15382,COVERTURA TOTAL,ACABADOS EN MADERA,326340,15382,3,OESTE,42,
15383,COVERTURA PARCIAL,COLONIAL,590578,15383,12,ESTE,50,
15384,COVERTURA TOTAL,VISTA A LA MONTAÑA,699808,15384,17,ESTE,27,
15385,COVERTURA TOTAL,VISTA A LA MONTAÑA,255037,15385,14,NORTE,20,
15386,COVERTURA PARCIAL,COLONIAL,135045,15386,1,SUR,19,
15387,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,557890,15387,6,SUR,45,
15388,COVERTURA PARCIAL,ACABADOS EN MADERA,618987,15388,13,OESTE,42,
15389,COVERTURA PARCIAL,ACABADOS EN MADERA,188210,15389,16,ESTE,36,
15390,COVERTURA PARCIAL,ESPACIOS AMPLIOS,685267,15390,8,NORTE,4,
15391,COVERTURA TOTAL,COLONIAL,224091,15391,10,SUR,36,
15392,COVERTURA PARCIAL,COLONIAL,330004,15392,3,OESTE,32,
15393,COVERTURA TOTAL,VISTA A LA MONTAÑA,448667,15393,17,ESTE,9,
15394,COVERTURA TOTAL,ESPACIOS AMPLIOS,535169,15394,4,SUR,29,
